townland,county,smrs,entity_id,objectid,class_code,monument_type,latitude,longitude,web_notes,,,,,
RATHJORDAN,LIMERICK,LI023-092004-,LI02130,87952,RGBA,ring-barrow,52.532724,-8.476054,"In level pasture, on top of low lying natural rise. Circular area (7.8m NE-SW; c. 6.5m NW-SE) defined by shallow fosse (max. total Wth 2.7m; max. basal Wth 0.5m; D 0.1m), with traces of an external bank (basal Wth 2.25; overall Wth 4.9m; int. H 0.15m; ext. H 0.2m) NW-SW. Monument truncated by lazy beds (long-axis c. N-S) and is levelled in W-sector. Ring-barrow (LI023-092001-) is c. 90m to NW, ring-barrow (LI023-092002-) is c. 150m to N and ring-barrow (LI023-092003-) is c. 100m to N.  Compiled by: Denis Power  Date of upload: 19 November 2013",,,,,
KNOCKAINY WEST,LIMERICK,LI032-139006-,LI03247,88923,RGBA,ring-barrow,52.47874,-8.475957,"In upland pasture, on a spot height (524ft/160m) which is located 60m ENE of a mound ‘Doonainy’ (LI032-139005-) which crowns the summit (537ft/164m) of Knockainy and the archaeological complex which consists of five contiguous ring-barrows (LI032-139001-/02-/03-/04/08-). A cursus leading to the group of ring-barrows lies 115m to N. Not depicted on OSi historic maps. Identified by Grogan (1989, 234) as a ring-barrow which he labelled as 'Knockainy West 7’. Monument is visible as a subcircular-shaped earthwork on oblique aerial photograph (ASIAP 348, 2).  Not visible on OSi orthoimages taken 2005-2012, or on Digital Globe orthoimages taken 2011-2013 or on Google Earth orthoimages taken 25/03/2017 or 20/09/2020.  See attached Google Earth orthoimage and ASIAP (348, 2).  Compiled by: Alison McQueen and Vera Rahilly   Date of upload: 9 November 2020  See attached ASI aerial photograph ASIAP - 304/26 taken on 13/09/2002; 348/2 and 348/13 taken on 05/01/2003.",,,,,
KNOCKAINY WEST,LIMERICK,LI032-140001-,LI03248,88924,RGBA,ring-barrow,52.478478,-8.474143,"Conjoined barrows described in 2004 as following; 'This pair of contiguous barrows lies c. 200m to the south-east of Doonainy cairn [LI032-139005-].  The northernmost barrow (barrow 6), 46m in overall diameter, consists of a bank and internal ditch enclosing a 19m-wide inner mound. A 9m-wide circular mound is located in the north-western quadrant of the central platform. This is the largest barrow on Knockainy Hill.  The southern barrow (barrow 7) is bisected by a field fence. It measures 39m in diameter and consists of a bank and internal ditch enclosing a 21m-wide circular inner mound' (Condit and Coyne 2004). This barrow was described in 1944 as following; 'On the S.E. slope of the E. shoulder of Knockainy the O.S. map shows what seems to be a large barrow. On the ground practically no trace remains, as the monument has been almost obliterated. Its overall diameter seems to have been about 100' [30m]' (O'Kelly 1944, 21).  Compiled by: Caimin O'Brien  Date of upload: 07 August 2019",,,,,
KNOCKAINY WEST,LIMERICK,LI032-140002-,LI03249,88925,RGBA,ring-barrow,52.478164,-8.474081,"Conjoined barrows described in 2004 as following; 'This pair of contiguous barrows lies c. 200m to the south-east of Doonainy cairn [LI032-139005-].  The northernmost barrow (barrow 6), 46m in overall diameter, consists of a bank and internal ditch enclosing a 19m-wide inner mound. A 9m-wide circular mound is located in the north-western quadrant of the central platform. This is the largest barrow on Knockainy Hill.  The southern barrow (barrow 7) is bisected by a field fence. It measures 39m in diameter and consists of a bank and internal ditch enclosing a 21 m-wide circular inner mound' (Condit and Coyne 2004). This barrow was described in 1944 as following; 'is now nearly obliterated. The overall diameter seems to have been about 100' [30m]' (O'Kelly 1944, 22).   Compiled by: Caimin O'Brien  Date of upload: 07 August 2019",,,,,
CLOONFINGLAS,ROSCOMMON,RO020-015----,RO02028,113820,RGBA,ring-barrow,53.829971,-8.474004,"Situated on a low knoll on a gentle S-facing slope. This is a circular grass and rush-covered area (diam. c. 60m E-W; 56.5m N-S) defined by a flat-bottomed fosse (Wth of top 5.3-7.8m; Wth of base 2.9-4m; int. D 0.4-0.6m; ext. D 0.3-0.8m), and an outer earthen bank  with some bushes NE-E (Wth of base 6.3m; Wth of top 2.3m; int. H 0.7m; ext. H 0.9m) and SE-WNW (Wth of base 2.8-4.5m; int. H 0.3-08m; ext. H 0.2-0.3m) that is incorporated into a field bank WNW-NE. The fosse is missing NE-SE. The interior is overlain by a N-S field wall towards the perimeter at E, and it is more overgrown E of this feature.   Compiled by: Michael Moore  Date of revised upload: 5 February 2018 ",,,,,
HERBERTSTOWN (O'Grady),LIMERICK,LI032-210----,LI06632,3221,RGBA,ring-barrow,52.516481,-8.47165,"In improved pasture, on the edge of Herbertstown village, 675m E of the Camoge River, which also marks a townland boundary with Kilcullane. Barrow (LI032-209----) lies 415m to WSW. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 182: AP 4/3607), as a circular-shaped cropmark.  Monument is visible as an arc of a fosse (C 27m) on Google Earth orthoimage taken 05/04/2006 and as a circular-shaped earthwork (diam. 34m) defined by an internal fosse and an outer bank, on OSi orthoimage taken 2005-2012 and on Digital Globe orthoimage taken 2011-2013.   See attached Google Earth orthoimage and Bruff aerial survey image labelled 182  Compiled by: Alison McQueen and Vera Rahilly   Date of upload: 16 November 2020  See attached ASI aerial photograph ASIAP – 351/15 taken on 05/01/2003.",,,,,
KNOCKATANCASHLANE,LIMERICK,LI014-157----,LI08116,149777,RGBA,ring-barrow,52.609681,-8.469151,Identified from aerial photographs on Bing Maps (www.bing.com/maps/) and Google Earth as a possible ringbarrow.  Compiled by: Denis Power  Date of upload: 20 June 2013,,,,,
KNOCKATANCASHLANE,LIMERICK,LI014-155002-,LI08114,149775,RGBA,ring-barrow,52.605789,-8.46908,Identified from aerial photographs on Bing Maps (www.bing.com/maps/) and Google Earth as a possible ringbarrow in the SW corner of a larger enclosure (LI014-155001-).  Compiled by: Denis Power  Date of upload: 20 June 2013,,,,,
DOONVULLEN UPPER,LIMERICK,LI023-179----,LI06161,91614,RGBA,ring-barrow,52.559198,-8.468288,"This is the record for a monument identified by The Discovery Programme, from medium-altitude aerial photographs taken in 1986 [see Doody, M. (2008) The Ballyhoura Hills Project, Discovery Programme Monograph No 7, Wordwell, pp 65-100]. The reference for this monument is LI023: Bruff 242: AP 4/3689.  ",,,,,
KILCREEVIN,SLIGO,SL033-080----,SL04436,119029,RGBA,ring-barrow,54.107175,-8.466777,"In undulating pasture, in a slight natural depression on the top of a hill. There are excellent views in all directions except towards a hill at WNW. A circular raised area (15m N-S; 15m E-W) defined by an earth and stone bank (int. H 0.4m; ext. H 0.9m) NNE-W and by a scarp elsewhere. The interior is clear of overgrowth and is undulating, possibly due to quarrying; a quarry hole (4m N-S; 2m E-W; D 0.4m) is evident to N of centre. A dump of earth and stone (2m x 2m; H 0.3m) was noted against the internal face of the bank at S. A now disused field drain has been cut against the external face of the bank E-S and sections of a disused field boundary abut the external face of the bank at S and E. While there is no evidence of an internal fosse, the diameter and the location of this site suggest it is a ring-barrow.  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
CAHERLINE,LIMERICK,LI023-180002-,LI06163,91616,RGBA,ring-barrow,52.559478,-8.465548,"On low-lying wet pasture, shaped by flood waters and cut by land drains and watercourses. Ring-barrow (LI023-180001-) lies 45m to N. Not depicted on OSI historic maps. Identified as a roughly oval-shaped cropmark by the Bruff aerial photographic survey in 1986 (Bruff 244: AP 4/3689). Monument is not visible on Digital Globe orthophotos taken 2011-2013 or on Google Earth orthoimage taken 28/06/2018.See attached Google Earth orthoimage 28/06/2018 and Bruff aerial survey image labelled Bruff 244.Compiled by: Alison McQueen and Vera Rahilly Date of upload: 30 August 2020",,,,,
CAHERLINE,LIMERICK,LI023-180001-,LI06162,91615,RGBA,ring-barrow,52.559982,-8.465509,"On low-lying wet pasture, shaped by flood waters and cut by land drains and watercourses. Ring-barrow (LI023-180002-) lies 45m to S. Not depicted on OSi historic maps. Identified as a circular-shaped cropmark by the Bruff aerial photographic survey in 1986 (Bruff 243: AP 4/3689). Monument is visible as a roughly circular-shaped cropmark on Digital Globe orthophotos taken 2011-2013 and on Google Earth orthoimage taken 28/06/2018.See attached Google Earth orthoimage 28/06/2018 and Bruff aerial survey image labelled Bruff 243.Compiled by: Alison McQueen and Vera Rahilly Date of upload: 30 August 2020",,,,,
KNOCKANEA,LIMERICK,LI014-158----,LI08117,149778,RGBA,ring-barrow,52.609384,-8.464718,Identified from aerial photographs on Bing Maps (www.bing.com/maps/) and Google Earth as a possible grouping of three conjoined ringbarrow.  Compiled by: Denis Power  Date of upload: 20 June 2013,,,,,
RATHJORDAN,LIMERICK,LI023-222001-,LI06211,91653,RGBA,ring-barrow,52.543222,-8.464653,"On low-lying, improved wet pasture, cut by land drains and watercourses. A watercourse lies  55m to N. Ring-barrow (LI023-222002-) conjoins to SE and ring-barrow (LI023-222003-) lies 13m to E. Not depicted on OSi historic maps. Identified as a small circular-shaped earthwork by the Bruff aerial photographic survey in 1986 (Bruff 15201: AP 4/3662). Monument is visible as a circular-shaped earthwork (diam. 14m) on OSi orthoimage 2005-2012 and on Google Earth orthoimage taken 05/04/2006, although is not visible on Google Earth orthoimage taken 28/06/2018.  See attached Google Earth orthoimages 05/04/2006 and 28/06/2018 and Bruff aerial survey image labelled Bruff 15201.  Compiled by: Alison McQueen and Vera Rahilly   Date of upload: 8 September 2020",,,,,
RATHJORDAN,LIMERICK,LI023-222002-,LI06239,91676,RGBA,ring-barrow,52.543169,-8.464476,"On low-lying, improved wet pasture, cut by land drains and watercourses. A watercourse lies  65m to N. Ring-barrows (LI023-222001-/003-) conjoin to NW and NE, respectively. Not depicted on OSi historic maps. Identified as a small circular-shaped earthwork by the Bruff aerial photographic survey in 1986 (Bruff 15202: AP 4/3662). Monument is visible as a faint oval-shaped cropmark (14m NE-SW; 11m NW-SE) on OSi orthoimage 2005-2012, although is not visible on Google Earth orthoimage taken 28/06/2018.  See attached Google Earth orthoimage 28/06/2018 and Bruff aerial survey image labelled Bruff 15202.  Compiled by: Alison McQueen and Vera Rahilly   Date of upload: 8 September 2020",,,,,
RATHJORDAN,LIMERICK,LI023-222003-,LI07923,93166,RGBA,ring-barrow,52.543242,-8.4643,"On low-lying, improved wet pasture, cut by land drains and watercourses. A watercourse lies  55m to N. Ring-barrow (LI023-222002-) conjoins to SW and ring-barrow (LI023-222001-) lies 13m to W. Not depicted on OSi historic maps. Identified as a small circular-shaped earthwork by the Bruff aerial photographic survey in 1986 (Bruff 15203: AP 4/3662). Monument is visible as a faint circular-shaped cropmark (diam. 13m) on OSi orthoimage 2005-2012, although is not visible on Google Earth orthoimage taken 28/06/2018.  See attached Google Earth orthoimage 28/06/2018 and Bruff aerial survey image labelled Bruff 15203.  Compiled by: Alison McQueen and Vera Rahilly   Date of upload: 8 September 2020",,,,,
RATHJORDAN,LIMERICK,LI023-338----,LI07922,93165,RGBA,ring-barrow,52.544312,-8.464075,"In improved, low-lying pasture, 55m N of a watercourse and 400m S of a townland boundary with Doonvullen Upper. Ring-barrows (LI023-222001-/02-/03-) lie 105m to S and enclosure (LI023-219----) lies 135m to ENE. Not depicted on OSi historic maps. Identified as a small oval-shaped cropmark by the Bruff aerial photographic survey in 1986 (Bruff 274: AP 4/3661). Monument is visible as an oval-shaped cropmark (11m E-W; 10m N-S) on OSi orthoimage taken 2005-2012, on Digital Globe orthoimage 2011-2013 and on Google Earth orthoimage taken 28/06/2018.See attached Google Earth orthoimage 28/06/2018 and Bruff aerial survey image labelled Bruff 274.Compiled by: Alison McQueen and Vera Rahilly Date of upload: 26 September 2020",,,,,
